序号,传输方向,时间标识,ID(HEX),帧格式,帧类型,数据长度,数据(HEX),
286,接收,347.2146,00000200 H,标准帧,数据帧,8,04 FF EF FF BF FE DD 3B ,
287,接收,347.2148,00000201 H,标准帧,数据帧,8,00 75 09 D0 FF FF 7F FD ,
288,接收,347.2151,00000201 H,标准帧,数据帧,8,04 74 D5 D3 7F FE DD 33 ,
289,接收,347.2153,00000202 H,标准帧,数据帧,8,00 73 FF FF DF FF 7F FD ,
290,接收,347.2155,00000202 H,标准帧,数据帧,8,04 74 15 CD 8F FF 1D 09 ,
291,接收,347.2509,00000040 H,标准帧,数据帧,5,01 00 00 00 00 ,
292,接收,347.2529,00000301 H,标准帧,数据帧,4,00 00 00 00 ,
293,接收,347.3111,00000020 H,标准帧,数据帧,1,F8 ,
294,接收,347.3179,00000100 H,标准帧,数据帧,8,00 00 48 01 9C CF F3 37 ,
295,接收,347.3182,00000100 H,标准帧,数据帧,8,04 CD 3B 34 7C D0 F3 2E ,
296,接收,347.3184,00000100 H,标准帧,数据帧,8,08 CD 2F 33 0C CD 73 38 ,
297,接收,347.3186,00000100 H,标准帧,数据帧,8,0C CC BB 32 5C D2 73 32 ,
298,接收,347.3189,00000100 H,标准帧,数据帧,8,10 C9 EF 2A 6C A8 72 A9 ,
299,接收,347.3191,00000100 H,标准帧,数据帧,8,14 CA 8F 28 0C A9 F2 9E ,
300,接收,347.3193,00000100 H,标准帧,数据帧,8,18 CA C3 2A AC AD 32 65 ,
301,接收,347.3196,00000100 H,标准帧,数据帧,8,1C CA 97 28 DC AB F2 8B ,
302,接收,347.3198,00000101 H,标准帧,数据帧,8,00 00 50 01 5C CD 73 42 ,
303,接收,347.3200,00000101 H,标准帧,数据帧,8,04 CC CB 34 2C CE B3 47 ,
304,接收,347.3203,00000101 H,标准帧,数据帧,8,08 CC 8B 34 AC CF F3 2B ,
305,接收,347.3205,00000101 H,标准帧,数据帧,8,0C CD 1B 32 0C CD 33 3A ,
306,接收,347.3207,00000101 H,标准帧,数据帧,8,10 CA 5F 25 7C A5 F2 B6 ,
307,接收,347.3209,00000101 H,标准帧,数据帧,8,14 CA 8B 2A BC AD 72 A8 ,
308,接收,347.3212,00000101 H,标准帧,数据帧,8,18 CA B7 2A FC AB 32 93 ,
309,接收,347.3214,00000101 H,标准帧,数据帧,8,1C CA 8B 26 FC AD 32 91 ,
310,接收,347.3216,00000102 H,标准帧,数据帧,8,00 00 48 01 30 05 00 13 ,
311,接收,347.3219,00000102 H,标准帧,数据帧,8,04 CC D7 32 5C CE 33 46 ,
312,接收,347.3221,00000102 H,标准帧,数据帧,8,08 CC 8F 33 2C CD B3 35 ,
313,接收,347.3223,00000102 H,标准帧,数据帧,8,0C CD 0F 33 2C CA B3 30 ,
314,接收,347.3226,00000102 H,标准帧,数据帧,8,10 CA 6B 29 8C AB 32 90 ,
315,接收,347.3228,00000102 H,标准帧,数据帧,8,14 CA 2F 28 9C AB F2 90 ,
316,接收,347.3230,00000102 H,标准帧,数据帧,8,18 CA BB 2A 0C A8 72 B1 ,
317,接收,347.3232,00000102 H,标准帧,数据帧,8,1C CA 97 2A DC A7 72 89 ,
318,接收,347.4124,00000020 H,标准帧,数据帧,1,F8 ,
319,接收,347.4193,00000100 H,标准帧,数据帧,8,00 00 48 01 8C CF F3 38 ,
320,接收,347.4195,00000100 H,标准帧,数据帧,8,04 CD 3B 34 4C D0 73 2D ,
321,接收,347.4198,00000100 H,标准帧,数据帧,8,08 CD 27 32 FC CC F3 35 ,
322,接收,347.4200,00000100 H,标准帧,数据帧,8,0C CC AB 32 5C D2 73 35 ,
323,接收,347.4202,00000100 H,标准帧,数据帧,8,10 C9 E7 2A 5C A7 B2 A6 ,
324,接收,347.4205,00000100 H,标准帧,数据帧,8,14 CA 87 28 0C A9 72 A0 ,
325,接收,347.4207,00000100 H,标准帧,数据帧,8,18 CA C3 2A 9C AC B2 63 ,
326,接收,347.4209,00000100 H,标准帧,数据帧,8,1C CA 93 28 BC AB F2 8B ,
327,接收,347.4212,00000101 H,标准帧,数据帧,8,00 00 50 01 6C CC B3 3E ,
328,接收,347.4214,00000101 H,标准帧,数据帧,8,04 CC CB 34 1C CE B3 47 ,
329,接收,347.4216,00000101 H,标准帧,数据帧,8,08 CC 83 34 8C D0 33 2D ,
330,接收,347.4218,00000101 H,标准帧,数据帧,8,0C CD 17 31 EC CC F3 38 ,
331,接收,347.4221,00000101 H,标准帧,数据帧,8,10 CA 63 25 9C A6 32 B7 ,
332,接收,347.4223,00000101 H,标准帧,数据帧,8,14 CA 83 2A AC AC B2 A9 ,
333,接收,347.4225,00000101 H,标准帧,数据帧,8,18 CA B3 2B 2C AB 32 96 ,
334,接收,347.4228,00000101 H,标准帧,数据帧,8,1C CA 8F 27 0C AC F2 94 ,
335,接收,347.4230,00000102 H,标准帧,数据帧,8,00 00 48 01 10 05 40 13 ,
336,接收,347.4232,00000102 H,标准帧,数据帧,8,04 CC C7 32 7C CE 33 47 ,
337,接收,347.4235,00000102 H,标准帧,数据帧,8,08 CC 83 33 1C CC 73 36 ,
338,接收,347.4237,00000102 H,标准帧,数据帧,8,0C CD 13 33 5C CB 33 2E ,
339,接收,347.4239,00000102 H,标准帧,数据帧,8,10 CA 63 29 8C AB 32 92 ,
340,接收,347.4241,00000102 H,标准帧,数据帧,8,14 CA 37 28 EC AC 32 91 ,
341,接收,347.4244,00000102 H,标准帧,数据帧,8,18 CA B7 29 EC A7 B2 B0 ,
342,接收,347.4246,00000102 H,标准帧,数据帧,8,1C CA 87 2B 0C A6 F2 8A ,
343,接收,347.5138,00000020 H,标准帧,数据帧,1,F8 ,
344,接收,347.5206,00000100 H,标准帧,数据帧,8,00 00 48 01 9C D0 33 3A ,
345,接收,347.5209,00000100 H,标准帧,数据帧,8,04 CD 3F 34 6C D0 F3 2D ,
346,接收,347.5211,00000100 H,标准帧,数据帧,8,08 CD 3F 32 FC CD F3 37 ,
347,接收,347.5213,00000100 H,标准帧,数据帧,8,0C CC B7 32 7C D2 B3 34 ,
348,接收,347.5216,00000100 H,标准帧,数据帧,8,10 C9 E7 2A 6C A7 F2 AB ,
349,接收,347.5218,00000100 H,标准帧,数据帧,8,14 CA 97 28 1C A9 B2 A1 ,
350,接收,347.5220,00000100 H,标准帧,数据帧,8,18 CA C7 2A 8C AC F2 64 ,
351,接收,347.5223,00000100 H,标准帧,数据帧,8,1C CA 93 28 AC AC F2 8A ,
352,接收,347.5225,00000101 H,标准帧,数据帧,8,00 00 50 01 6C CD 73 3F ,
353,接收,347.5227,00000101 H,标准帧,数据帧,8,04 CC C3 34 1C CE F3 48 ,
354,接收,347.5230,00000101 H,标准帧,数据帧,8,08 CC 8B 34 9C CF F3 2D ,
355,接收,347.5232,00000101 H,标准帧,数据帧,8,0C CD 1B 31 DC CD 33 3B ,
356,接收,347.5234,00000101 H,标准帧,数据帧,8,10 CA 5B 25 9C A6 72 B9 ,
357,接收,347.5236,00000101 H,标准帧,数据帧,8,14 CA 8B 2A 8C AC B2 A6 ,
358,接收,347.5239,00000101 H,标准帧,数据帧,8,18 CA B7 2B 1C AB B2 97 ,
359,接收,347.5241,00000101 H,标准帧,数据帧,8,1C CA 93 27 2C AC B2 93 ,
360,接收,347.5243,00000102 H,标准帧,数据帧,8,00 00 48 01 20 05 00 13 ,
361,接收,347.5246,00000102 H,标准帧,数据帧,8,04 CC CF 32 5C CD F3 45 ,
362,接收,347.5248,00000102 H,标准帧,数据帧,8,08 CC 8B 33 1C CD 33 34 ,
363,接收,347.5250,00000102 H,标准帧,数据帧,8,0C CD 17 33 5C CA F3 2E ,
364,接收,347.5253,00000102 H,标准帧,数据帧,8,10 CA 63 29 AC AC 32 92 ,
365,接收,347.5255,00000102 H,标准帧,数据帧,8,14 CA 37 28 CC AB B2 92 ,
366,接收,347.5257,00000102 H,标准帧,数据帧,8,18 CA B3 2A 0C A8 72 AF ,
367,接收,347.5259,00000102 H,标准帧,数据帧,8,1C CA 97 2A FC A7 72 8A ,
368,接收,347.6151,00000020 H,标准帧,数据帧,1,F8 ,
369,接收,347.6220,00000100 H,标准帧,数据帧,8,00 00 48 01 8C CF F3 36 ,
370,接收,347.6222,00000100 H,标准帧,数据帧,8,04 CD 37 34 4C D0 B3 2F ,
371,接收,347.6224,00000100 H,标准帧,数据帧,8,08 CD 33 32 FC CD 33 37 ,
372,接收,347.6227,00000100 H,标准帧,数据帧,8,0C CC B7 32 2C D2 33 2E ,
373,接收,347.6229,00000100 H,标准帧,数据帧,8,10 C9 E3 2A 3C A7 F2 A7 ,
374,接收,347.6231,00000100 H,标准帧,数据帧,8,14 CA 8F 28 0C A9 B2 9F ,
375,接收,347.6234,00000100 H,标准帧,数据帧,8,18 CA BF 2A AC AC B2 65 ,
376,接收,347.6236,00000100 H,标准帧,数据帧,8,1C CA 97 28 CC AC 32 8C ,
377,接收,347.6238,00000101 H,标准帧,数据帧,8,00 00 50 01 5C CC F3 41 ,
378,接收,347.6241,00000101 H,标准帧,数据帧,8,04 CC CB 34 2C CE B3 47 ,
379,接收,347.6243,00000101 H,标准帧,数据帧,8,08 CC 87 34 8C D0 33 2A ,
380,接收,347.6245,00000101 H,标准帧,数据帧,8,0C CD 23 31 FC CD 73 3C ,
381,接收,347.6248,00000101 H,标准帧,数据帧,8,10 CA 5B 25 6C A5 F2 B8 ,
382,接收,347.6250,00000101 H,标准帧,数据帧,8,14 CA 9B 2A DC AD 72 A7 ,
383,接收,347.6252,00000101 H,标准帧,数据帧,8,18 CA B3 2A FC AB 72 94 ,
384,接收,347.6255,00000101 H,标准帧,数据帧,8,1C CA 97 26 FC AC B2 90 ,
385,接收,347.6257,00000102 H,标准帧,数据帧,8,00 00 48 01 30 05 00 13 ,
386,接收,347.6259,00000102 H,标准帧,数据帧,8,04 CC CF 32 6C CE B3 45 ,
387,接收,347.6262,00000102 H,标准帧,数据帧,8,08 CC 83 32 FC CD 33 36 ,
388,接收,347.6264,00000102 H,标准帧,数据帧,8,0C CD 17 33 3C CB 33 2D ,
389,接收,347.6266,00000102 H,标准帧,数据帧,8,10 CA 63 29 8C AA F2 90 ,
390,接收,347.6268,00000102 H,标准帧,数据帧,8,14 CA 27 28 AC AC 72 94 ,
391,接收,347.6271,00000102 H,标准帧,数据帧,8,18 CA B7 2A 1C A8 72 B0 ,
392,接收,347.6273,00000102 H,标准帧,数据帧,8,1C CA 8B 2A EC A7 32 89 ,
393,接收,347.7165,00000020 H,标准帧,数据帧,1,F8 ,
394,接收,347.7233,00000101 H,标准帧,数据帧,8,00 00 50 01 6C CD 33 41 ,
395,接收,347.7236,00000100 H,标准帧,数据帧,8,00 00 48 01 9C CF 73 35 ,
396,接收,347.7238,00000100 H,标准帧,数据帧,8,04 CD 2F 34 2C CF F3 2D ,
397,接收,347.7240,00000100 H,标准帧,数据帧,8,08 CD 2B 32 EC CD 73 37 ,
398,接收,347.7243,00000100 H,标准帧,数据帧,8,0C CC B3 32 3C D2 73 32 ,
399,接收,347.7245,00000100 H,标准帧,数据帧,8,10 C9 EF 2A 5C A8 72 AC ,
400,接收,347.7247,00000100 H,标准帧,数据帧,8,14 CA 97 28 1C A9 B2 A1 ,
401,接收,347.7250,00000100 H,标准帧,数据帧,8,18 CA C7 2A 9C AC F2 64 ,
402,接收,347.7252,00000100 H,标准帧,数据帧,8,1C CA 8F 28 CC AB F2 89 ,
403,接收,347.7254,00000101 H,标准帧,数据帧,8,04 CC BB 34 2C CE F3 4A ,
404,接收,347.7257,00000101 H,标准帧,数据帧,8,08 CC 8F 34 9C CF 33 2B ,
405,接收,347.7259,00000101 H,标准帧,数据帧,8,0C CD 23 32 0C CC B3 3A ,
406,接收,347.7261,00000101 H,标准帧,数据帧,8,10 CA 5F 25 7C A6 32 B9 ,
407,接收,347.7263,00000101 H,标准帧,数据帧,8,14 CA 93 2A EC AD 72 A8 ,
408,接收,347.7266,00000101 H,标准帧,数据帧,8,18 CA B7 2B 0C AA F2 94 ,
409,接收,347.7268,00000101 H,标准帧,数据帧,8,1C CA 8F 27 0C AD 72 93 ,
410,接收,347.7270,00000102 H,标准帧,数据帧,8,00 00 48 01 20 05 40 13 ,
411,接收,347.7273,00000102 H,标准帧,数据帧,8,04 CC C3 32 3C CE 33 47 ,
412,接收,347.7275,00000102 H,标准帧,数据帧,8,08 CC 93 33 4C CD 73 34 ,
413,接收,347.7277,00000102 H,标准帧,数据帧,8,0C CD 0F 33 4C CB 33 30 ,
414,接收,347.7280,00000102 H,标准帧,数据帧,8,10 CA 63 29 8C AA F2 92 ,
415,接收,347.7282,00000102 H,标准帧,数据帧,8,14 CA 3F 28 CC AC B2 92 ,
416,接收,347.7284,00000102 H,标准帧,数据帧,8,18 CA B7 29 FC A8 32 B0 ,
417,接收,347.7286,00000102 H,标准帧,数据帧,8,1C CA 93 2A BC A6 B2 88 ,
418,接收,347.8178,00000020 H,标准帧,数据帧,1,F8 ,
419,接收,347.8247,00000102 H,标准帧,数据帧,8,00 00 48 01 30 05 40 13 ,
420,接收,347.8249,00000100 H,标准帧,数据帧,8,00 00 4C 01 9C CF F3 39 ,
421,接收,347.8252,00000100 H,标准帧,数据帧,8,04 CD 37 34 3C D0 B3 2E ,
422,接收,347.8254,00000100 H,标准帧,数据帧,8,08 CD 33 32 FC CD 33 36 ,
423,接收,347.8256,00000100 H,标准帧,数据帧,8,0C CC B3 32 4C D2 73 30 ,
424,接收,347.8259,00000100 H,标准帧,数据帧,8,10 C9 EB 2A 1C A7 F2 AC ,
425,接收,347.8261,00000100 H,标准帧,数据帧,8,14 CA 93 28 1C A9 F2 A0 ,
426,接收,347.8263,00000100 H,标准帧,数据帧,8,18 CA CB 2A 8C AD 32 65 ,
427,接收,347.8265,00000100 H,标准帧,数据帧,8,1C CA 9F 28 AC AC B2 8C ,
428,接收,347.8268,00000101 H,标准帧,数据帧,8,00 00 4C 01 6C CC F3 3E ,
429,接收,347.8270,00000101 H,标准帧,数据帧,8,04 CC CF 34 0C CE B3 48 ,
430,接收,347.8272,00000101 H,标准帧,数据帧,8,08 CC 87 34 9C CF B3 2E ,
431,接收,347.8275,00000101 H,标准帧,数据帧,8,0C CD 23 31 DC CD 33 3A ,
432,接收,347.8277,00000101 H,标准帧,数据帧,8,10 CA 4F 25 5C A6 72 BB ,
433,接收,347.8279,00000101 H,标准帧,数据帧,8,14 CA 8F 2A BC AD 32 A5 ,
434,接收,347.8282,00000101 H,标准帧,数据帧,8,18 CA AB 2B 3C AB 72 96 ,
435,接收,347.8284,00000101 H,标准帧,数据帧,8,1C CA 9B 26 FC AC B2 91 ,
436,接收,347.8286,00000102 H,标准帧,数据帧,8,04 CC CB 32 6C CE 73 47 ,
437,接收,347.8288,00000102 H,标准帧,数据帧,8,08 CC 93 33 3C CD 73 35 ,
438,接收,347.8291,00000102 H,标准帧,数据帧,8,0C CD 17 33 5C CB B3 31 ,
439,接收,347.8293,00000102 H,标准帧,数据帧,8,10 CA 6B 29 AC AA B2 92 ,
440,接收,347.8295,00000102 H,标准帧,数据帧,8,14 CA 33 28 7C AB F2 92 ,
441,接收,347.8298,00000102 H,标准帧,数据帧,8,18 CA BB 2A 2C A8 32 B3 ,
442,接收,347.8300,00000102 H,标准帧,数据帧,8,1C CA 9B 2A EC A7 32 8A ,
443,接收,347.9192,00000020 H,标准帧,数据帧,1,F8 ,
444,接收,347.9260,00000100 H,标准帧,数据帧,8,00 00 48 01 9C CF F3 36 ,
445,接收,347.9263,00000100 H,标准帧,数据帧,8,04 CD 37 34 4C D0 B3 2E ,
446,接收,347.9265,00000100 H,标准帧,数据帧,8,08 CD 33 33 0C CD B3 37 ,
447,接收,347.9267,00000100 H,标准帧,数据帧,8,0C CC BF 32 5C D2 B3 32 ,
448,接收,347.9270,00000100 H,标准帧,数据帧,8,10 C9 EF 2A 4C A8 B2 A9 ,
449,接收,347.9272,00000100 H,标准帧,数据帧,8,14 CA 8F 28 0C A9 72 A0 ,
450,接收,347.9274,00000100 H,标准帧,数据帧,8,18 CA C7 2A 9C AD 32 63 ,
451,接收,347.9277,00000100 H,标准帧,数据帧,8,1C CA 9F 28 CC AC F2 8C ,
452,接收,347.9279,00000101 H,标准帧,数据帧,8,00 00 50 01 6C CD B3 3E ,
453,接收,347.9281,00000101 H,标准帧,数据帧,8,04 CC BF 34 0C CF 73 4A ,
454,接收,347.9284,00000101 H,标准帧,数据帧,8,08 CC 8B 34 9C CF 73 2C ,
455,接收,347.9286,00000101 H,标准帧,数据帧,8,0C CD 27 31 FC CC F3 37 ,
456,接收,347.9288,00000101 H,标准帧,数据帧,8,10 CA 63 25 7C A7 32 BB ,
457,接收,347.9290,00000101 H,标准帧,数据帧,8,14 CA 93 2A AC AC B2 A5 ,
458,接收,347.9293,00000101 H,标准帧,数据帧,8,18 CA A7 2A FC AB 72 96 ,
459,接收,347.9295,00000101 H,标准帧,数据帧,8,1C CA 8F 27 0C AC 32 91 ,
460,接收,347.9297,00000102 H,标准帧,数据帧,8,00 00 4C 01 20 05 00 13 ,
461,接收,347.9300,00000102 H,标准帧,数据帧,8,04 CC CF 32 5C CE 73 44 ,
462,接收,347.9302,00000102 H,标准帧,数据帧,8,08 CC 83 33 2C CD B3 37 ,
463,接收,347.9304,00000102 H,标准帧,数据帧,8,0C CD 17 33 5C CA B3 2E ,
464,接收,347.9306,00000102 H,标准帧,数据帧,8,10 CA 63 29 8C AB 72 93 ,
465,接收,347.9309,00000102 H,标准帧,数据帧,8,14 CA 3B 28 CC AC 72 92 ,
466,接收,347.9311,00000102 H,标准帧,数据帧,8,18 CA AF 2A 2C A7 B2 AF ,
467,接收,347.9313,00000102 H,标准帧,数据帧,8,1C CA 8B 2A EC A6 32 8A ,
468,接收,348.0205,00000020 H,标准帧,数据帧,1,F8 ,
469,接收,348.0274,00000100 H,标准帧,数据帧,8,00 00 48 01 9C D0 73 3B ,
470,接收,348.0276,00000100 H,标准帧,数据帧,8,04 CD 3F 34 6C D0 F3 2D ,
471,接收,348.0279,00000100 H,标准帧,数据帧,8,08 CD 33 32 FC CD B3 38 ,
472,接收,348.0281,00000100 H,标准帧,数据帧,8,0C CC BF 32 5C D3 73 33 ,
473,接收,348.0283,00000100 H,标准帧,数据帧,8,10 C9 F3 2A 6C A8 32 AA ,
474,接收,348.0285,00000100 H,标准帧,数据帧,8,14 CA 87 28 0C A9 F2 A1 ,
475,接收,348.0288,00000100 H,标准帧,数据帧,8,18 CA C7 2A BC AC F2 62 ,
476,接收,348.0290,00000100 H,标准帧,数据帧,8,1C CA 97 28 BC AB B2 8C ,
477,接收,348.0292,00000101 H,标准帧,数据帧,8,00 00 4C 01 6C CC 73 40 ,
478,接收,348.0295,00000101 H,标准帧,数据帧,8,04 CC C7 34 0C CE B3 4A ,
479,接收,348.0297,00000101 H,标准帧,数据帧,8,08 CC 8B 34 CC D0 33 2C ,
480,接收,348.0299,00000101 H,标准帧,数据帧,8,0C CD 23 31 FC CC F3 38 ,
481,接收,348.0302,00000101 H,标准帧,数据帧,8,10 CA 5F 25 5C A5 F2 B8 ,
482,接收,348.0304,00000101 H,标准帧,数据帧,8,14 CA 93 2A EC AD 72 A5 ,
483,接收,348.0306,00000101 H,标准帧,数据帧,8,18 CA AF 2B 1C AB 32 95 ,
484,接收,348.0309,00000101 H,标准帧,数据帧,8,1C CA 97 27 2C AD 32 91 ,
485,接收,348.0311,00000102 H,标准帧,数据帧,8,00 00 48 01 20 05 00 13 ,
486,接收,348.0313,00000102 H,标准帧,数据帧,8,04 CC C7 32 4C CE 73 49 ,
487,接收,348.0316,00000102 H,标准帧,数据帧,8,08 CC 97 33 2C CD 73 32 ,
488,接收,348.0318,00000102 H,标准帧,数据帧,8,0C CD 0B 33 6C CB 73 30 ,
489,接收,348.0320,00000102 H,标准帧,数据帧,8,10 CA 63 29 8C AA F2 93 ,
490,接收,348.0322,00000102 H,标准帧,数据帧,8,14 CA 2F 28 AC AB F2 92 ,
491,接收,348.0325,00000102 H,标准帧,数据帧,8,18 CA AF 2A 2C A8 32 B2 ,
492,接收,348.0327,00000102 H,标准帧,数据帧,8,1C CA 9B 2B 0C A6 F2 88 ,
493,接收,348.1219,00000020 H,标准帧,数据帧,1,F8 ,
494,接收,348.1287,00000100 H,标准帧,数据帧,8,00 00 4C 01 9C D0 B3 38 ,
495,接收,348.1290,00000100 H,标准帧,数据帧,8,04 CD 3B 34 6C D1 33 2F ,
496,接收,348.1292,00000100 H,标准帧,数据帧,8,08 CD 33 32 FC CD B3 37 ,
497,接收,348.1294,00000100 H,标准帧,数据帧,8,0C CC BF 32 5C D2 F3 31 ,
498,接收,348.1297,00000100 H,标准帧,数据帧,8,10 C9 E3 2A 0C A6 F2 A7 ,
499,接收,348.1299,00000100 H,标准帧,数据帧,8,14 CA 8B 27 FC A9 32 9D ,
500,接收,348.1301,00000100 H,标准帧,数据帧,8,18 CA BB 2A 8C AC B2 65 ,
501,接收,348.1304,00000100 H,标准帧,数据帧,8,1C CA 93 28 DC AC B2 89 ,
502,接收,348.1306,00000101 H,标准帧,数据帧,8,00 00 50 01 6C CC F3 3F ,
503,接收,348.1308,00000101 H,标准帧,数据帧,8,04 CC C7 34 2C CF 73 46 ,
504,接收,348.1311,00000101 H,标准帧,数据帧,8,08 CC 87 34 BC CF B3 2B ,
505,接收,348.1313,00000101 H,标准帧,数据帧,8,0C CD 23 31 DC CD 33 3C ,
506,接收,348.1315,00000101 H,标准帧,数据帧,8,10 CA 5B 25 6C A6 72 BB ,
507,接收,348.1317,00000101 H,标准帧,数据帧,8,14 CA 8F 2A BC AC F2 A8 ,
508,接收,348.1320,00000101 H,标准帧,数据帧,8,18 CA AF 2B 2C AB B2 99 ,
509,接收,348.1322,00000101 H,标准帧,数据帧,8,1C CA 93 27 0C AC B2 91 ,
510,接收,348.1324,00000102 H,标准帧,数据帧,8,00 00 48 01 30 05 40 14 ,
511,接收,348.1327,00000102 H,标准帧,数据帧,8,04 CC D3 32 5C CD 73 45 ,
512,接收,348.1329,00000102 H,标准帧,数据帧,8,08 CC 93 33 2C CD B3 35 ,
513,接收,348.1331,00000102 H,标准帧,数据帧,8,0C CD 0B 33 5C CB 33 30 ,
514,接收,348.1334,00000102 H,标准帧,数据帧,8,10 CA 5F 29 7C AA F2 91 ,
515,接收,348.1336,00000102 H,标准帧,数据帧,8,14 CA 2F 28 DC AC 72 92 ,
516,接收,348.1338,00000102 H,标准帧,数据帧,8,18 CA B7 2A 2C A7 72 B0 ,
517,接收,348.1340,00000102 H,标准帧,数据帧,8,1C CA 8B 2A CC A6 F2 89 ,
518,接收,348.2232,00000020 H,标准帧,数据帧,1,F8 ,
519,接收,348.2301,00000100 H,标准帧,数据帧,8,00 00 48 01 9C CF B3 38 ,
520,接收,348.2303,00000100 H,标准帧,数据帧,8,04 CD 33 34 4C D0 B3 2F ,
521,接收,348.2305,00000100 H,标准帧,数据帧,8,08 CD 2F 32 FC CD F3 39 ,
522,接收,348.2308,00000100 H,标准帧,数据帧,8,0C CC BB 32 4C D2 33 31 ,
523,接收,348.2310,00000100 H,标准帧,数据帧,8,10 C9 EF 2A 6C A7 F2 AA ,
524,接收,348.2312,00000100 H,标准帧,数据帧,8,14 CA 93 28 0C AA 72 9F ,
525,接收,348.2315,00000100 H,标准帧,数据帧,8,18 CA CB 2A 9C AC B2 64 ,
526,接收,348.2317,00000100 H,标准帧,数据帧,8,1C CA 97 28 EC AB F2 8B ,
527,接收,348.2319,00000101 H,标准帧,数据帧,8,00 00 50 01 6C CD F3 40 ,
528,接收,348.2322,00000101 H,标准帧,数据帧,8,04 CC C7 34 2C CE B3 47 ,
529,接收,348.2324,00000101 H,标准帧,数据帧,8,08 CC 83 34 AC CF B3 2A ,
530,接收,348.2326,00000101 H,标准帧,数据帧,8,0C CD 1F 31 DC CD 73 3B ,
531,接收,348.2329,00000101 H,标准帧,数据帧,8,10 CA 5F 25 6C A5 F2 B9 ,
532,接收,348.2331,00000101 H,标准帧,数据帧,8,14 CA 93 2A EC AD 72 A7 ,
533,接收,348.2333,00000101 H,标准帧,数据帧,8,18 CA BB 2A DC AB 32 93 ,
534,接收,348.2335,00000101 H,标准帧,数据帧,8,1C CA 93 27 2C AC F2 93 ,
535,接收,348.2338,00000102 H,标准帧,数据帧,8,00 00 4C 01 20 05 80 13 ,
536,接收,348.2340,00000102 H,标准帧,数据帧,8,04 CC CB 32 4C CD F3 45 ,
537,接收,348.2342,00000102 H,标准帧,数据帧,8,08 CC 8B 33 2C CD F3 33 ,
538,接收,348.2345,00000102 H,标准帧,数据帧,8,0C CD 0B 33 4C CB 73 32 ,
539,接收,348.2347,00000102 H,标准帧,数据帧,8,10 CA 63 29 7C AB B2 93 ,
540,接收,348.2349,00000102 H,标准帧,数据帧,8,14 CA 33 28 DC AC 32 92 ,
541,接收,348.2352,00000102 H,标准帧,数据帧,8,18 CA AF 2A 0C A7 B2 AF ,
542,接收,348.2354,00000102 H,标准帧,数据帧,8,1C CA 8B 2A EC A6 B2 89 ,
543,接收,348.2443,00000020 H,标准帧,数据帧,1,FA ,
544,接收,348.2489,00000201 H,标准帧,数据帧,8,00 75 05 D1 0F FF 7F FD ,
545,接收,348.2492,00000200 H,标准帧,数据帧,8,00 73 75 CD 9F FE BF FA ,
546,接收,348.2494,00000200 H,标准帧,数据帧,8,04 FF EF FF BF FE DD 3C ,
547,接收,348.2496,00000201 H,标准帧,数据帧,8,04 74 E5 D3 7F FE DD 33 ,
548,接收,348.2499,00000202 H,标准帧,数据帧,8,00 73 FF FF DF FF 7F FD ,
549,接收,348.2501,00000202 H,标准帧,数据帧,8,04 74 15 CD 8F FF 1D 08 ,
550,接收,348.2845,00000040 H,标准帧,数据帧,5,02 00 00 00 00 ,
551,接收,348.2865,00000302 H,标准帧,数据帧,4,00 00 00 00 ,
552,接收,348.3456,00000020 H,标准帧,数据帧,1,F8 ,
553,接收,348.3525,00000100 H,标准帧,数据帧,8,00 00 48 01 8C D0 73 39 ,
554,接收,348.3527,00000100 H,标准帧,数据帧,8,04 CD 3F 34 3C D0 B3 2D ,
555,接收,348.3530,00000100 H,标准帧,数据帧,8,08 CD 33 33 0C CD 73 3A ,
556,接收,348.3532,00000100 H,标准帧,数据帧,8,0C CC BB 32 4C D2 33 33 ,
557,接收,348.3534,00000100 H,标准帧,数据帧,8,10 C9 EB 2A 2C A7 F2 A8 ,
558,接收,348.3537,00000100 H,标准帧,数据帧,8,14 CA 8B 27 EC A9 72 9F ,
559,接收,348.3539,00000100 H,标准帧,数据帧,8,18 CA C7 2A 9C AC F2 65 ,
560,接收,348.3541,00000100 H,标准帧,数据帧,8,1C CA 8F 28 AC AC 32 89 ,
561,接收,348.3544,00000101 H,标准帧,数据帧,8,00 00 50 01 7C CC F3 42 ,
562,接收,348.3546,00000101 H,标准帧,数据帧,8,04 CC CB 34 2C CF 73 49 ,
563,接收,348.3548,00000101 H,标准帧,数据帧,8,08 CC 83 34 9C D0 33 2B ,
564,接收,348.3551,00000101 H,标准帧,数据帧,8,0C CD 27 31 DC CC F3 3B ,
565,接收,348.3553,00000101 H,标准帧,数据帧,8,10 CA 63 25 7C A5 B2 B7 ,
566,接收,348.3555,00000101 H,标准帧,数据帧,8,14 CA 93 2A BC AD 32 A7 ,
567,接收,348.3557,00000101 H,标准帧,数据帧,8,18 CA B3 2A FC AA F2 94 ,
568,接收,348.3560,00000101 H,标准帧,数据帧,8,1C CA 97 27 0C AD 32 93 ,
569,接收,348.3562,00000102 H,标准帧,数据帧,8,00 00 48 01 20 05 40 14 ,
570,接收,348.3565,00000102 H,标准帧,数据帧,8,04 CC BF 32 5C CE 73 47 ,
571,接收,348.3567,00000102 H,标准帧,数据帧,8,08 CC 8F 33 2C CD 33 33 ,
